"","ontology"
"GO:0102173","MF"
"GO:0102174","MF"
"GO:0102175","MF"
"GO:0102176","MF"
"GO:0102177","MF"
"GO:0102178","MF"
"GO:0102179","MF"
"GO:0102180","MF"
"GO:0102181","MF"
"GO:0102182","MF"
"GO:0102183","MF"
"GO:0102184","MF"
"GO:0102185","MF"
"GO:0102186","MF"
"GO:0102187","MF"
"GO:0102188","MF"
"GO:0102189","MF"
"GO:0102190","MF"
"GO:0102191","MF"
"GO:0102192","MF"
"GO:0102193","MF"
"GO:0102194","MF"
"GO:0102195","MF"
"GO:0102196","MF"
"GO:0102197","MF"
"GO:0102198","MF"
"GO:0102199","MF"
"GO:0102200","MF"
"GO:0102201","MF"
"GO:0102202","MF"
"GO:0102203","MF"
"GO:0102205","MF"
"GO:0102207","MF"
"GO:0102208","MF"
"GO:0102209","MF"
"GO:0102210","MF"
"GO:0102211","MF"
"GO:0102212","MF"
"GO:0102213","MF"
"GO:0102214","MF"
"GO:0102215","MF"
"GO:0102216","MF"
"GO:0102217","MF"
"GO:0102218","MF"
"GO:0102219","MF"
"GO:0102220","MF"
"GO:0102223","MF"
"GO:0102224","MF"
"GO:0102225","MF"
"GO:0102229","MF"
"GO:0102232","MF"
"GO:0102233","MF"
"GO:0102234","MF"
"GO:0102235","MF"
"GO:0102236","MF"
"GO:0102237","MF"
"GO:0102238","MF"
"GO:0102240","MF"
"GO:0102241","MF"
"GO:0102243","MF"
"GO:0102244","MF"
"GO:0102245","MF"
"GO:0102246","MF"
"GO:0102247","MF"
"GO:0102248","MF"
"GO:0102249","MF"
"GO:0102250","MF"
"GO:0102251","MF"
"GO:0102252","MF"
"GO:0102253","MF"
"GO:0102254","MF"
"GO:0102255","MF"
"GO:0102256","MF"
"GO:0102257","MF"
"GO:0102258","MF"
"GO:0102259","MF"
"GO:0102260","MF"
"GO:0102261","MF"
"GO:0102262","MF"
"GO:0102263","MF"
"GO:0102264","MF"
"GO:0102265","MF"
"GO:0102266","MF"
"GO:0102267","MF"
"GO:0102272","MF"
"GO:0102273","MF"
"GO:0102274","MF"
"GO:0102275","MF"
"GO:0102276","MF"
"GO:0102277","MF"
"GO:0102278","MF"
"GO:0102279","MF"
"GO:0102280","MF"
"GO:0102281","MF"
"GO:0102282","MF"
"GO:0102283","MF"
"GO:0102284","MF"
"GO:0102285","MF"
"GO:0102286","MF"
"GO:0102287","MF"
"GO:0102289","MF"
"GO:0102290","MF"
"GO:0102291","MF"
"GO:0102292","MF"
"GO:0102293","MF"
"GO:0102294","MF"
"GO:0102295","MF"
"GO:0102296","MF"
"GO:0102297","MF"
"GO:0102298","MF"
"GO:0102299","MF"
"GO:0102300","MF"
"GO:0102301","MF"
"GO:0102302","MF"
"GO:0102303","MF"
"GO:0102304","MF"
"GO:0102305","MF"
"GO:0102306","MF"
"GO:0102307","MF"
"GO:0102308","MF"
"GO:0102309","MF"
"GO:0102310","MF"
"GO:0102311","MF"
"GO:0102312","MF"
"GO:0102313","MF"
"GO:0102316","MF"
"GO:0102317","MF"
"GO:0102318","MF"
"GO:0102319","MF"
"GO:0102320","MF"
"GO:0102321","MF"
"GO:0102322","MF"
"GO:0102323","MF"
"GO:0102324","MF"
"GO:0102325","MF"
"GO:0102326","MF"
"GO:0102327","MF"
"GO:0102328","MF"
"GO:0102329","MF"
"GO:0102330","MF"
"GO:0102331","MF"
"GO:0102332","MF"
"GO:0102333","MF"
"GO:0102334","MF"
"GO:0102335","MF"
"GO:0102336","MF"
"GO:0102337","MF"
"GO:0102338","MF"
"GO:0102339","MF"
"GO:0102340","MF"
"GO:0102341","MF"
"GO:0102342","MF"
"GO:0102343","MF"
"GO:0102344","MF"
"GO:0102345","MF"
"GO:0102346","MF"
"GO:0102347","MF"
"GO:0102348","MF"
"GO:0102349","MF"
"GO:0102350","MF"
"GO:0102351","MF"
"GO:0102352","MF"
"GO:0102354","MF"
"GO:0102355","MF"
"GO:0102356","MF"
"GO:0102357","MF"
"GO:0102358","MF"
"GO:0102359","MF"
"GO:0102360","MF"
"GO:0102361","MF"
"GO:0102362","MF"
"GO:0102363","MF"
"GO:0102365","MF"
"GO:0102366","MF"
"GO:0102367","MF"
"GO:0102368","MF"
"GO:0102369","MF"
"GO:0102370","MF"
"GO:0102371","MF"
"GO:0102372","MF"
"GO:0102373","MF"
"GO:0102374","MF"
"GO:0102375","MF"
"GO:0102376","MF"
"GO:0102377","MF"
"GO:0102378","MF"
"GO:0102379","MF"
"GO:0102380","MF"
"GO:0102381","MF"
"GO:0102382","MF"
"GO:0102383","MF"
"GO:0102384","MF"
"GO:0102385","MF"
"GO:0102386","MF"
"GO:0102387","MF"
"GO:0102388","MF"
"GO:0102389","MF"
"GO:0102390","MF"
"GO:0102391","MF"
"GO:0102392","MF"
"GO:0102393","MF"
"GO:0102394","MF"
"GO:0102395","MF"
"GO:0102396","MF"
"GO:0102398","MF"
"GO:0102399","MF"
"GO:0102400","MF"
"GO:0102402","MF"
"GO:0102404","MF"
"GO:0102405","MF"
"GO:0102406","MF"
"GO:0102407","MF"
"GO:0102408","MF"
"GO:0102409","MF"
"GO:0102410","MF"
"GO:0102411","MF"
"GO:0102412","MF"
"GO:0102413","MF"
"GO:0102414","MF"
"GO:0102415","MF"
"GO:0102416","MF"
"GO:0102417","MF"
"GO:0102418","MF"
"GO:0102419","MF"
"GO:0102420","MF"
"GO:0102421","MF"
"GO:0102422","MF"
"GO:0102423","MF"
"GO:0102424","MF"
"GO:0102425","MF"
"GO:0102426","MF"
"GO:0102427","MF"
"GO:0102428","MF"
"GO:0102429","MF"
"GO:0102430","MF"
"GO:0102431","MF"
"GO:0102432","MF"
"GO:0102433","MF"
"GO:0102434","MF"
"GO:0102435","MF"
"GO:0102436","MF"
"GO:0102438","MF"
"GO:0102439","MF"
"GO:0102440","MF"
"GO:0102441","MF"
"GO:0102442","MF"
"GO:0102443","MF"
"GO:0102444","MF"
"GO:0102445","MF"
"GO:0102446","MF"
"GO:0102447","MF"
"GO:0102448","MF"
"GO:0102449","MF"
"GO:0102450","MF"
"GO:0102451","MF"
"GO:0102452","MF"
"GO:0102453","MF"
"GO:0102454","MF"
"GO:0102455","MF"
"GO:0102456","MF"
"GO:0102457","MF"
"GO:0102458","MF"
"GO:0102459","MF"
"GO:0102460","MF"
"GO:0102461","MF"
"GO:0102462","MF"
"GO:0102463","MF"
"GO:0102464","MF"
"GO:0102465","MF"
"GO:0102466","MF"
"GO:0102467","MF"
"GO:0102468","MF"
"GO:0102469","MF"
"GO:0102470","MF"
"GO:0102471","MF"
"GO:0102472","MF"
"GO:0102473","MF"
"GO:0102474","MF"
"GO:0102475","MF"
"GO:0102476","MF"
"GO:0102477","MF"
"GO:0102478","MF"
"GO:0102479","MF"
"GO:0102480","MF"
"GO:0102481","MF"
"GO:0102482","MF"
"GO:0102483","MF"
"GO:0102484","MF"
"GO:0102485","MF"
"GO:0102486","MF"
"GO:0102487","MF"
"GO:0102488","MF"
"GO:0102489","MF"
"GO:0102490","MF"
"GO:0102491","MF"
"GO:0102493","MF"
"GO:0102494","MF"
"GO:0102495","MF"
"GO:0102496","MF"
"GO:0102497","MF"
"GO:0102498","MF"
"GO:0102499","MF"
"GO:0102500","MF"
"GO:0102501","MF"
"GO:0102502","MF"
"GO:0102504","MF"
"GO:0102505","MF"
"GO:0102506","MF"
"GO:0102507","MF"
"GO:0102508","MF"
"GO:0102509","MF"
"GO:0102510","MF"
"GO:0102511","MF"
"GO:0102512","MF"
"GO:0102513","MF"
"GO:0102514","MF"
"GO:0102515","MF"
"GO:0102516","MF"
"GO:0102517","MF"
"GO:0102518","MF"
"GO:0102520","MF"
"GO:0102521","MF"
"GO:0102522","MF"
"GO:0102523","MF"
"GO:0102524","MF"
"GO:0102525","MF"
"GO:0102526","MF"
"GO:0102527","MF"
"GO:0102528","MF"
"GO:0102529","MF"
"GO:0102530","MF"
"GO:0102531","MF"
"GO:0102532","MF"
"GO:0102533","MF"
"GO:0102534","MF"
"GO:0102535","MF"
"GO:0102536","MF"
"GO:0102537","MF"
"GO:0102538","MF"
"GO:0102539","MF"
"GO:0102540","MF"
"GO:0102541","MF"
"GO:0102542","MF"
"GO:0102543","MF"
"GO:0102544","MF"
"GO:0102545","MF"
"GO:0102546","MF"
"GO:0102547","MF"
"GO:0102549","MF"
"GO:0102550","MF"
"GO:0102551","MF"
"GO:0102552","MF"
"GO:0102553","MF"
"GO:0102554","MF"
"GO:0102555","MF"
"GO:0102556","MF"
"GO:0102557","MF"
"GO:0102559","MF"
"GO:0102560","MF"
"GO:0102561","MF"
"GO:0102562","MF"
"GO:0102563","MF"
"GO:0102564","MF"
"GO:0102566","MF"
"GO:0102567","MF"
"GO:0102568","MF"
"GO:0102569","MF"
"GO:0102570","MF"
"GO:0102571","MF"
"GO:0102572","MF"
"GO:0102573","MF"
"GO:0102574","MF"
"GO:0102575","MF"
"GO:0102576","MF"
"GO:0102577","MF"
"GO:0102580","MF"
"GO:0102581","MF"
"GO:0102582","MF"
"GO:0102583","MF"
"GO:0102584","MF"
"GO:0102585","MF"
"GO:0102586","MF"
"GO:0102587","MF"
"GO:0102588","MF"
"GO:0102589","MF"
"GO:0102590","MF"
"GO:0102591","MF"
"GO:0102592","MF"
"GO:0102593","MF"
"GO:0102594","MF"
"GO:0102595","MF"
"GO:0102596","MF"
"GO:0102597","MF"
"GO:0102598","MF"
"GO:0102599","MF"
"GO:0102600","MF"
"GO:0102601","MF"
"GO:0102602","MF"
"GO:0102603","MF"
"GO:0102604","MF"
"GO:0102605","MF"
"GO:0102606","MF"
"GO:0102607","MF"
"GO:0102608","MF"
"GO:0102609","MF"
"GO:0102610","MF"
"GO:0102611","MF"
"GO:0102612","MF"
"GO:0102613","MF"
"GO:0102614","MF"
"GO:0102615","MF"
"GO:0102616","MF"
"GO:0102617","MF"
"GO:0102618","MF"
"GO:0102619","MF"
"GO:0102620","MF"
"GO:0102621","MF"
"GO:0102622","MF"
"GO:0102623","MF"
"GO:0102624","MF"
"GO:0102625","MF"
"GO:0102626","MF"
"GO:0102627","MF"
"GO:0102628","MF"
"GO:0102629","MF"
"GO:0102630","MF"
"GO:0102631","MF"
"GO:0102632","MF"
"GO:0102633","MF"
"GO:0102634","MF"
"GO:0102635","MF"
"GO:0102636","MF"
"GO:0102637","MF"
"GO:0102638","MF"
"GO:0102639","MF"
"GO:0102640","MF"
"GO:0102641","MF"
"GO:0102643","MF"
"GO:0102644","MF"
"GO:0102645","MF"
"GO:0102646","MF"
"GO:0102647","MF"
"GO:0102648","MF"
"GO:0102649","MF"
"GO:0102650","MF"
"GO:0102652","MF"
"GO:0102653","MF"
"GO:0102654","MF"
"GO:0102655","MF"
"GO:0102656","MF"
"GO:0102657","MF"
"GO:0102658","MF"
"GO:0102659","MF"
"GO:0102660","MF"
"GO:0102661","MF"
"GO:0102662","MF"
"GO:0102663","MF"
"GO:0102664","MF"
"GO:0102665","MF"
"GO:0102666","MF"
"GO:0102667","MF"
"GO:0102668","MF"
"GO:0102669","MF"
"GO:0102670","MF"
"GO:0102671","MF"
"GO:0102672","MF"
"GO:0102673","MF"
"GO:0102674","MF"
"GO:0102675","MF"
"GO:0102676","MF"
"GO:0102677","MF"
"GO:0102678","MF"
"GO:0102679","MF"
"GO:0102680","MF"
"GO:0102681","MF"
"GO:0102682","MF"
"GO:0102684","MF"
"GO:0102685","MF"
"GO:0102686","MF"
"GO:0102687","MF"
"GO:0102688","MF"
"GO:0102689","MF"
"GO:0102690","MF"
"GO:0102691","MF"
"GO:0102692","MF"
"GO:0102693","MF"
"GO:0102694","MF"
"GO:0102695","MF"
"GO:0102696","MF"
"GO:0102697","MF"
"GO:0102698","MF"
"GO:0102699","MF"
"GO:0102700","MF"
"GO:0102701","MF"
"GO:0102702","MF"
"GO:0102703","MF"
"GO:0102704","MF"
"GO:0102705","MF"
"GO:0102706","MF"
"GO:0102707","MF"
"GO:0102708","MF"
"GO:0102709","MF"
"GO:0102710","MF"
"GO:0102711","MF"
"GO:0102712","MF"
"GO:0102713","MF"
"GO:0102714","MF"
"GO:0102715","MF"
"GO:0102716","MF"
"GO:0102717","MF"
"GO:0102718","MF"
"GO:0102719","MF"
"GO:0102720","MF"
"GO:0102721","MF"
"GO:0102722","MF"
"GO:0102723","MF"
"GO:0102724","MF"
"GO:0102725","MF"
"GO:0102726","MF"
"GO:0102727","MF"
"GO:0102728","MF"
"GO:0102729","MF"
"GO:0102730","MF"
"GO:0102731","MF"
"GO:0102732","MF"
"GO:0102733","MF"
"GO:0102734","MF"
"GO:0102735","MF"
"GO:0102737","MF"
"GO:0102738","MF"
"GO:0102739","MF"
"GO:0102740","MF"
"GO:0102741","MF"
"GO:0102742","MF"
"GO:0102743","MF"
"GO:0102744","MF"
"GO:0102745","MF"
"GO:0102746","MF"
"GO:0102747","MF"
"GO:0102748","MF"
"GO:0102749","MF"
"GO:0102750","MF"
"GO:0102751","MF"
"GO:0102752","MF"
"GO:0102753","MF"
"GO:0102754","MF"
"GO:0102755","MF"
"GO:0102756","MF"
"GO:0102757","MF"
"GO:0102758","MF"
"GO:0102759","MF"
"GO:0102760","MF"
"GO:0102761","MF"
"GO:0102762","MF"
"GO:0102763","MF"
"GO:0102764","MF"
"GO:0102765","MF"
"GO:0102766","MF"
"GO:0102767","MF"
"GO:0102768","MF"
"GO:0102769","MF"
"GO:0102770","MF"
"GO:0102771","MF"
"GO:0102772","MF"
"GO:0102773","MF"
"GO:0102774","MF"
"GO:0102775","MF"
"GO:0102776","MF"
"GO:0102777","MF"
"GO:0102778","MF"
"GO:0102779","MF"
"GO:0102780","MF"
"GO:0102781","MF"
"GO:0102782","MF"
"GO:0102783","MF"
"GO:0102784","MF"
"GO:0102785","MF"
"GO:0102786","MF"
"GO:0102787","MF"
"GO:0102788","MF"
"GO:0102789","MF"
"GO:0102790","MF"
"GO:0102791","MF"
"GO:0102792","MF"
"GO:0102793","MF"
"GO:0102794","MF"
"GO:0102795","MF"
"GO:0102796","MF"
"GO:0102797","MF"
"GO:0102798","MF"
"GO:0102799","MF"
"GO:0102800","MF"
"GO:0102801","MF"
"GO:0102802","MF"
"GO:0102803","MF"
"GO:0102804","MF"
"GO:0102805","MF"
"GO:0102806","MF"
"GO:0102807","MF"
"GO:0102808","MF"
"GO:0102809","MF"
"GO:0102810","MF"
"GO:0102811","MF"
"GO:0102812","MF"
"GO:0102813","MF"
"GO:0102814","MF"
"GO:0102815","MF"
"GO:0102816","MF"
"GO:0102817","MF"
"GO:0102818","MF"
"GO:0102819","MF"
"GO:0102820","MF"
"GO:0102821","MF"
"GO:0102822","MF"
"GO:0102823","MF"
"GO:0102824","MF"
"GO:0102825","MF"
"GO:0102826","MF"
"GO:0102827","MF"
"GO:0102828","MF"
"GO:0102829","MF"
"GO:0102830","MF"
"GO:0102831","MF"
"GO:0102832","MF"
"GO:0102833","MF"
"GO:0102834","MF"
"GO:0102835","MF"
"GO:0102836","MF"
"GO:0102837","MF"
"GO:0102838","MF"
"GO:0102839","MF"
"GO:0102840","MF"
"GO:0102841","MF"
"GO:0102842","MF"
"GO:0102843","MF"
"GO:0102844","MF"
"GO:0102845","MF"
"GO:0102846","MF"
"GO:0102847","MF"
"GO:0102848","MF"
"GO:0102849","MF"
"GO:0102850","MF"
"GO:0102851","MF"
"GO:0102852","MF"
"GO:0102853","MF"
"GO:0102854","MF"
"GO:0102855","MF"
"GO:0102856","MF"
"GO:0102857","MF"
"GO:0102858","MF"
"GO:0102859","MF"
"GO:0102860","MF"
"GO:0102861","MF"
"GO:0102862","MF"
"GO:0102863","MF"
"GO:0102864","MF"
"GO:0102865","MF"
"GO:0102866","MF"
"GO:0102867","MF"
"GO:0102868","MF"
"GO:0102869","MF"
"GO:0102870","MF"
"GO:0102871","MF"
"GO:0102872","MF"
"GO:0102873","MF"
"GO:0102874","MF"
"GO:0102875","MF"
"GO:0102876","MF"
"GO:0102877","MF"
"GO:0102878","MF"
"GO:0102879","MF"
"GO:0102880","MF"
"GO:0102881","MF"
"GO:0102882","MF"
"GO:0102883","MF"
"GO:0102884","MF"
"GO:0102885","MF"
"GO:0102886","MF"
"GO:0102887","MF"
"GO:0102888","MF"
"GO:0102889","MF"
"GO:0102890","MF"
"GO:0102891","MF"
"GO:0102892","MF"
"GO:0102893","MF"
"GO:0102894","MF"
"GO:0102895","MF"
"GO:0102896","MF"
"GO:0102897","MF"
"GO:0102898","MF"
"GO:0102899","MF"
"GO:0102900","MF"
"GO:0102901","MF"
"GO:0102902","MF"
"GO:0102903","MF"
"GO:0102904","MF"
"GO:0102905","MF"
"GO:0102906","MF"
"GO:0102907","MF"
"GO:0102909","MF"
"GO:0102910","MF"
"GO:0102911","MF"
"GO:0102912","MF"
"GO:0102913","MF"
"GO:0102914","MF"
"GO:0102915","MF"
"GO:0102916","MF"
"GO:0102917","MF"
"GO:0102918","MF"
"GO:0102919","MF"
"GO:0102920","MF"
"GO:0102921","MF"
"GO:0102922","MF"
"GO:0102923","MF"
"GO:0102924","MF"
"GO:0102925","MF"
"GO:0102926","MF"
"GO:0102927","MF"
"GO:0102928","MF"
"GO:0102929","MF"
"GO:0102930","MF"
"GO:0102931","MF"
"GO:0102932","MF"
"GO:0102933","MF"
"GO:0102934","MF"
"GO:0102935","MF"
"GO:0102936","MF"
"GO:0102937","MF"
"GO:0102938","MF"
"GO:0102939","MF"
"GO:0102940","MF"
"GO:0102941","MF"
"GO:0102942","MF"
"GO:0102943","MF"
"GO:0102944","MF"
"GO:0102945","MF"
"GO:0102946","MF"
"GO:0102947","MF"
"GO:0102948","MF"
"GO:0102949","MF"
"GO:0102950","MF"
"GO:0102951","MF"
"GO:0102952","MF"
"GO:0102953","MF"
"GO:0102954","MF"
"GO:0102955","MF"
"GO:0102956","MF"
"GO:0102960","MF"
"GO:0102961","MF"
"GO:0102962","MF"
"GO:0102963","MF"
"GO:0102964","MF"
"GO:0102965","MF"
"GO:0102966","MF"
"GO:0102967","MF"
"GO:0102968","MF"
"GO:0102969","MF"
"GO:0102970","MF"
"GO:0102971","MF"
"GO:0102972","MF"
"GO:0102973","MF"
"GO:0102974","MF"
"GO:0102975","MF"
"GO:0102976","MF"
"GO:0102977","MF"
"GO:0102978","MF"
"GO:0102979","MF"
"GO:0102980","MF"
"GO:0102981","MF"
"GO:0102982","MF"
"GO:0102983","MF"
"GO:0102984","MF"
"GO:0102985","MF"
"GO:0102986","MF"
"GO:0102987","MF"
"GO:0102988","MF"
"GO:0102989","MF"
"GO:0102990","MF"
"GO:0102991","MF"
"GO:0102992","MF"
"GO:0102993","MF"
"GO:0102995","MF"
"GO:0102996","MF"
"GO:0102997","MF"
"GO:0102998","MF"
"GO:0102999","MF"
"GO:0103000","MF"
"GO:0103001","MF"
"GO:0103002","MF"
"GO:0103003","MF"
"GO:0103004","MF"
"GO:0103005","MF"
"GO:0103006","MF"
"GO:0103007","MF"
"GO:0103008","MF"
"GO:0103009","MF"
"GO:0103010","MF"
"GO:0103011","MF"
"GO:0103012","MF"
"GO:0103014","MF"
"GO:0103015","MF"
"GO:0103016","MF"
"GO:0103020","MF"
"GO:0103023","MF"
"GO:0103025","MF"
"GO:0103026","MF"
"GO:0103027","MF"
"GO:0103028","MF"
"GO:0103030","MF"
"GO:0103031","MF"
"GO:0103032","MF"
"GO:0103033","MF"
"GO:0103035","MF"
"GO:0103036","MF"
"GO:0103037","MF"
"GO:0103039","MF"
"GO:0103040","MF"
"GO:0103041","MF"
"GO:0103042","MF"
"GO:0103043","MF"
"GO:0103044","MF"
"GO:0103045","MF"
"GO:0103046","MF"
"GO:0103047","MF"
"GO:0103048","MF"
"GO:0103050","MF"
"GO:0103051","MF"
"GO:0103052","MF"
"GO:0103053","MF"
"GO:0103054","MF"
"GO:0103055","MF"
"GO:0103056","MF"
"GO:0103057","MF"
"GO:0103058","MF"
"GO:0103059","MF"
"GO:0103060","MF"
"GO:0103061","MF"
"GO:0103062","MF"
"GO:0103063","MF"
"GO:0103064","MF"
"GO:0103066","MF"
"GO:0103067","MF"
"GO:0103068","MF"
"GO:0103069","MF"
"GO:0103071","MF"
"GO:0103072","MF"
"GO:0103073","MF"
"GO:0103074","MF"
"GO:0103075","MF"
"GO:0103077","MF"
"GO:0103078","MF"
"GO:0103079","MF"
"GO:0103080","MF"
"GO:0103081","MF"
"GO:0103082","MF"
"GO:0103083","MF"
"GO:0103084","MF"
"GO:0103085","MF"
"GO:0103086","MF"
"GO:0103087","MF"
"GO:0103088","MF"
"GO:0103089","MF"
"GO:0103090","MF"
"GO:0103091","MF"
"GO:0103092","MF"
"GO:0103093","MF"
"GO:0103096","MF"
"GO:0103097","MF"
"GO:0103098","MF"
"GO:0103099","MF"
"GO:0103100","MF"
"GO:0103101","MF"
"GO:0103102","MF"
"GO:0103103","MF"
"GO:0103104","MF"
"GO:0103105","MF"
"GO:0103106","MF"
"GO:0103107","MF"
"GO:0103111","MF"
"GO:0103116","MF"
"GO:0103117","MF"
"GO:0103118","MF"
"GO:0104004","BP"
"GO:0106001","BP"
"GO:0106002","CC"
"GO:0106003","CC"
"GO:0106004","BP"
"GO:0106005","BP"
"GO:0106006","MF"
"GO:0106007","BP"
"GO:0106008","MF"
"GO:0106009","MF"
"GO:0106011","BP"
"GO:0106012","BP"
"GO:0106013","BP"
"GO:0106014","BP"
"GO:0106015","BP"
"GO:0106016","BP"
"GO:0106017","MF"
"GO:0106018","MF"
"GO:0106019","MF"
"GO:0106020","BP"
"GO:0106021","BP"
"GO:0106022","BP"
"GO:0106023","BP"
"GO:0106024","BP"
"GO:0106025","BP"
"GO:0106026","MF"
"GO:0106027","BP"
"GO:0106028","BP"
"GO:0106029","MF"
"GO:0106030","BP"
"GO:0106032","MF"
"GO:0106033","CC"
"GO:0106034","BP"
"GO:0106035","BP"
"GO:0106036","BP"
"GO:0106037","CC"
"GO:0106040","BP"
"GO:0106041","BP"
"GO:0106042","BP"
"GO:0106044","BP"
"GO:0106045","BP"
"GO:0106046","BP"
"GO:0106047","BP"
"GO:0106048","BP"
"GO:0106049","BP"
"GO:0106050","MF"
"GO:0106054","MF"
"GO:0106055","CC"
"GO:0106056","BP"
"GO:0106057","BP"
"GO:0106058","BP"
"GO:0106059","MF"
"GO:0106060","BP"
"GO:0106061","BP"
"GO:0106062","BP"
"GO:0106063","MF"
"GO:0106064","BP"
"GO:0106068","CC"
"GO:0106069","CC"
"GO:0106070","BP"
"GO:0106071","BP"
"GO:0106072","BP"
"GO:0106073","MF"
"GO:0106074","BP"
"GO:0106075","MF"
"GO:0106076","MF"
"GO:0106077","BP"
"GO:0106078","MF"
"GO:0106080","MF"
"GO:0106081","BP"
"GO:0106082","BP"
"GO:0106083","CC"
"GO:0106084","CC"
"GO:0106088","BP"
"GO:0106089","BP"
"GO:0106090","BP"
"GO:0106091","BP"
"GO:0106092","BP"
"GO:0106093","CC"
"GO:0106094","CC"
"GO:0106095","CC"
"GO:0106096","BP"
"GO:0106097","BP"
"GO:0106098","CC"
"GO:0106099","MF"
"GO:0106100","MF"
"GO:0106101","BP"
"GO:0106103","CC"
"GO:0106104","BP"
"GO:0106105","MF"
"GO:0106106","BP"
"GO:0106107","BP"
"GO:0106108","BP"
"GO:0106109","BP"
"GO:0106110","BP"
"GO:0106111","BP"
"GO:0106112","BP"
"GO:0106113","BP"
"GO:0106114","BP"
"GO:0106115","BP"
"GO:0106116","BP"
"GO:0106117","BP"
"GO:0106118","BP"
"GO:0106119","BP"
"GO:0106120","BP"
"GO:0106121","BP"
"GO:0106122","BP"
"GO:0106123","CC"
"GO:0106124","CC"
"GO:0106125","CC"
"GO:0106126","CC"
"GO:0106128","BP"
"GO:0106129","BP"
"GO:0106130","MF"
"GO:0106134","BP"
"GO:0106135","BP"
"GO:0106136","BP"
"GO:0106137","MF"
"GO:0106138","MF"
"GO:0106139","CC"
"GO:0106140","MF"
"GO:0106141","MF"
"GO:0106142","MF"
"GO:0106143","CC"
"GO:0106144","MF"
"GO:0106145","MF"
"GO:0106146","BP"
"GO:0106147","BP"
"GO:0106148","BP"
"GO:0106149","MF"
"GO:0106150","BP"
"GO:0106151","MF"
"GO:0106153","MF"
"GO:0106154","BP"
"GO:0106155","MF"
"GO:0106156","MF"
"GO:0106157","MF"
"GO:0106158","MF"
"GO:0106159","BP"
"GO:0106160","BP"
"GO:0106161","BP"
"GO:0106162","MF"
"GO:0106163","BP"
"GO:0106164","BP"
"GO:0106165","BP"
"GO:0106166","MF"
"GO:0106167","BP"
"GO:0106172","CC"
"GO:0106173","CC"
"GO:0106174","CC"
"GO:0106175","CC"
"GO:0106176","CC"
"GO:0106177","MF"
"GO:0106185","BP"
"GO:0106186","CC"
"GO:0106210","BP"
"GO:0106211","MF"
"GO:0106212","BP"
"GO:0106213","BP"
"GO:0106214","BP"
"GO:0106215","BP"
"GO:0106216","BP"
"GO:0106217","BP"
"GO:0106218","BP"
"GO:0106219","MF"
"GO:0106220","BP"
"GO:0106222","MF"
"GO:0106223","MF"
"GO:0106225","BP"
"GO:0106226","MF"
"GO:0106227","BP"
"GO:0106228","MF"
"GO:0106229","MF"
"GO:0106230","BP"
"GO:0106231","MF"
"GO:0106232","CC"
"GO:0106233","BP"
"GO:0106234","CC"
"GO:0106235","MF"
"GO:0106236","BP"
"GO:0106237","MF"
"GO:0106238","MF"
"GO:0106239","MF"
"GO:0106240","MF"
"GO:0106242","MF"
"GO:0106243","MF"
"GO:0106244","MF"
"GO:0106245","MF"
"GO:0106246","BP"
"GO:0106247","BP"
"GO:0106248","BP"
"GO:0106249","CC"
"GO:0106250","MF"
"GO:0106251","MF"
"GO:0106253","BP"
"GO:0106254","MF"
"GO:0106255","MF"
"GO:0106256","MF"
"GO:0106257","MF"
"GO:0106258","MF"
"GO:0106259","BP"
"GO:0106260","MF"
"GO:0106261","MF"
"GO:0106262","MF"
"GO:0106263","MF"
"GO:0106264","MF"
"GO:0106265","MF"
"GO:0106266","MF"
"GO:0106267","MF"
"GO:0106268","MF"
"GO:0106271","MF"
"GO:0106272","BP"
"GO:0106273","BP"
"GO:0106274","MF"
"GO:0106275","MF"
"GO:0106276","MF"
"GO:0106277","MF"
"GO:0106278","BP"
"GO:0106279","BP"
"GO:0106280","BP"
"GO:0106281","MF"
"GO:0106282","MF"
"GO:0106283","MF"
"GO:0106286","MF"
"GO:0106288","BP"
"GO:0106289","BP"
"GO:0106290","MF"
"GO:0106291","MF"
"GO:0106292","MF"
"GO:0106293","MF"
"GO:0106294","MF"
"GO:0106295","BP"
"GO:0106296","BP"
"GO:0106297","BP"
"GO:0106298","BP"
"GO:0106299","BP"
"GO:0106300","BP"
"GO:0106301","MF"
"GO:0106302","MF"
"GO:0106303","BP"
"GO:0106304","BP"
"GO:0106305","BP"
"GO:0106306","MF"
"GO:0106307","MF"
"GO:0106309","MF"
"GO:0106310","MF"
"GO:0106311","MF"
"GO:0106312","MF"
"GO:0106313","MF"
"GO:0106314","MF"
"GO:0106316","MF"
"GO:0106317","MF"
"GO:0106318","MF"
"GO:0106319","MF"
"GO:0106320","MF"
"GO:0106321","MF"
"GO:0106322","MF"
"GO:0106323","MF"
"GO:0106324","MF"
"GO:0106325","MF"
"GO:0106326","MF"
"GO:0106327","MF"
"GO:0106328","MF"
"GO:0106329","MF"
"GO:0106330","MF"
"GO:0106331","MF"
"GO:0106332","MF"
"GO:0106333","CC"
"GO:0106334","MF"
"GO:0106335","MF"
"GO:0106336","BP"
"GO:0106339","MF"
"GO:0106340","MF"
"GO:0106341","MF"
"GO:0106342","BP"
"GO:0106343","MF"
"GO:0106344","MF"
"GO:0106345","MF"
"GO:0106346","MF"
"GO:0106347","MF"
"GO:0106348","MF"
"GO:0106349","BP"
"GO:0106350","MF"
"GO:0106351","MF"
